review_score,review_text,clean_text
5.0,"Well, I read it and got a lot out of it, but, if you take a look at the negative reviews you'll see that it's ""misleading"", or ""right-wing propaganda"", or a ""libertarian manifesto"". It seems to get a lot of people in a tizzy. Any book that gets so many ""smart"" people to become unhinged is bound to be a good read. What's all the fuss about? Read it and decide for yourself.",well read got lot take look negative review youll see misleading rightwing propaganda libertarian manifesto seems get lot people tizzy book get many smart people become unhinged bound good read whats fuss read decide
5.0,"A Compendium of Herbal Magic is uniquely designed to bring the reader or the researcher wonderfully complete information on a vast variety of herbs. The Paul Beyerl's writing is clear, concise, and interesting. Section one on the classifications for the herbs is helpful, as is section three on the usage. The complementary sections on lore and usage for individual herbs in section two are especially fascinating to the researcher as well as to someone simply looking to know what herb to use for which ritual.",compendium herbal magic uniquely designed bring reader researcher wonderfully complete information vast variety herb paul beyerls writing clear concise interesting section one classification herb helpful section three usage complementary section lore usage individual herb section two especially fascinating researcher well someone simply looking know herb use ritual
5.0,"The Complete Reference HTML is a solid reference for HTML. It covers HTML comprehensively as well as other issues like server side vs. client side programming, XML, putting together a website.In essence, it is a solid reference with some &quot;How to&quot; information thrown in for good measure.",complete reference html solid reference html cover html comprehensively well issue like server side v client side programming xml putting together websitein essence solid reference quothow toquot information thrown good measure
3.0,"I am currently taking a murder mystery class at my college. I have not read many murder mysteries before this class. We have read a variety of novels for this class, with the most number of novels by one author being three. The one Patricia Cornwell novel our class read is ""From Potter's Field."" I very much enjoyed this novel, though I think it should be considered a thriller instead of a murder mystery. The novel also had some hard to believe aspects about it, which were difficult for the members of my class to look beyond.Why should this novel be labeled a thriller and not a murder mystery? Well, the reader clearly knows who the murder is. Dr. Kay Scarpetta, the Chief Medical Examiner, has the feeling the murderer is her ""nemesis,"" Temple Gault with plenty of reason. The only mysteries are for her to prove Gault is the murder, identify the first body of the girl, ""Jane"" and of course to find Gault, before he finds her. A thriller is also more appropriate because it had several moments that were extremely suspenseful, the kind that makes the hairs on your neck stand up. There is a section of the novel where there is a murder in Kay's office building and she believes the killer is still in the building. As she walks around the building, you expect Gault to jump out at any moment. There is also another section in which a trap is set for Gault in NYC's subway system. Not knowing whether or not he'll show up had me on the edge of my proverbial seat.As much as I liked this novel, there were several things that irked me about it. A Chief Medical Examiner seems more like an office, administrative position than a really, REALLY hands on job. Kay almost takes on the role of a detective. I could almost believe her occasional tasks of doing autopsies, but to travel to see a suspect's family seems over the top. Cornwell tried to combine too many types of people into just one character. Kay is the Chief Medical Examiner, technician, administrator, loving aunt and family member (sister and daughter), mistress, detective, seemingly EVERYONE'S friend, CIA/FBI associate, and still has time to be the nemesis of a serial killer. How the woman has time to eat is beyond me. Cornwell also did not take the time to really develop Kay as a character. It is far more difficult for a writer to show you what someone is like opposed to telling you information. Cornwell clearly is a teller, hence the really wordy and winded sections of the novel. This writing style is not as affective in writing a believable novel.I did find a unique aspect of the novel for me, personally. I'm from NYC and grew up there. I really could visualize the sections of the novel that described Central Park, the Museum of Natural History and the subway area at the end. It just added a realistic element to the novel that initially bought my interest in it.Overall, the novel's plot flowed for me, even with the occasional extremely unrealistic sections and poor writing. The ending was a big let down for me, but decide for yourself. If you're looking for a thriller with entertaining potential, give this Cornwell novel a try.",currently taking murder mystery class college read many murder mystery class read variety novel class number novel one author three one patricia cornwell novel class read potter field much enjoyed novel though think considered thriller instead murder mystery novel also hard believe aspect difficult member class look beyondwhy novel labeled thriller murder mystery well reader clearly know murder dr kay scarpetta chief medical examiner feeling murderer nemesis temple gault plenty reason mystery prove gault murder identify first body girl jane course find gault find thriller also appropriate several moment extremely suspenseful kind make hair neck stand section novel murder kays office building belief killer still building walk around building expect gault jump moment also another section trap set gault nycs subway system knowing whether hell show edge proverbial seatas much liked novel several thing irked chief medical examiner seems like office administrative position really really hand job kay almost take role detective could almost believe occasional task autopsy travel see suspect family seems top cornwell tried combine many type people one character kay chief medical examiner technician administrator loving aunt family member sister daughter mistress detective seemingly everyones friend ciafbi associate still time nemesis serial killer woman time eat beyond cornwell also take time really develop kay character far difficult writer show someone like opposed telling information cornwell clearly teller hence really wordy winded section novel writing style affective writing believable noveli find unique aspect novel personally im nyc grew really could visualize section novel described central park museum natural history subway area end added realistic element novel initially bought interest itoverall novel plot flowed even occasional extremely unrealistic section poor writing ending big let decide youre looking thriller entertaining potential give cornwell novel try
5.0,Great service! The book arrived in the condition that was given in the description.,great service book arrived condition given description
5.0,"This is an essential book if a person wants to get an appreciation of what has taken place in the USA. It is highly informative . . . and disturbing, but vitally important to read. Howard Zinn writes with passion in his soul.",essential book person want get appreciation taken place usa highly informative disturbing vitally important read howard zinn writes passion soul
3.0,"I enjoyed the book, but bought it basically for the title, and there was only 1 or 2 chapters dedicated to his acual near death experience. Might have been more aptly titled the Life of Dr Eby.",enjoyed book bought basically title chapter dedicated acual near death experience might aptly titled life dr eby
4.0,"This book is a well written science fiction classic. While not a major action-adventure story like many science fiction novel really makes you think about the plot, the characters, and all of humanity.It is truly one of the best scienc fiction books I have ever read and encouraged me to read the whole, equally enthralling, series.",book well written science fiction classic major actionadventure story like many science fiction novel really make think plot character humanityit truly one best scienc fiction book ever read encouraged read whole equally enthralling series
5.0,"Peter Kingsley takes the reader on his documented journey beyond the origin of human ""Thought"" to the place of Embodied Experience.He builds the ""Container"" for the Left Out Wisdom of our Human Experience. Peter inrtoduces us to the Fact that we are Mortal and Emortal and Eternity exists in the space between our ""Conscious"" inhale and exhale.The Dark Places of Wisdom documents what I have known all my Life and did not have the ""Words"" for. I am Eternally Grateful. His book REALITY and CD's Welcome to Eternity are also excellent.Barbara James M.A.",peter kingsley take reader documented journey beyond origin human thought place embodied experiencehe build container left wisdom human experience peter inrtoduces u fact mortal emortal eternity exists space conscious inhale exhalethe dark place wisdom document known life word eternally grateful book reality cd welcome eternity also excellentbarbara james
2.0,"I picked up this book looking for a solid and comprehensive overview of the historical context for current tensions between Israel and the Arab nations. In fact, the back cover has several quotes from reputable sources suggesting the value of this 'balanced' overview to diplomats, historians and students of the middle-east.It became clear, however, just two chapters in (covering pre-1945 history), that this wasn't an 'objective' account by an unbiased historian. In addition to the many citations to contemporaneous information sources (many from UN accounts), there are numerous general and unsubstantiated references throughout the book to the 'extensive Zionist financial and political influence' supposedly contributing to the creation of the state of Israel. This premise draws heavily on the repeatedly discredited 19th century Russian publication entitled ""The Protocols of the Elders of Zion"" which continues to be published today in dozens of languages throughout every region in the world. In addition, Zionist military actions are repeatedly characterized as ""terrorist"" activity while the opposing Arab and Palestinian military actions are downplayed and rarely characterized as anything unjustified.The book offers a very detailed view of the events related to the establishment of Israel, but is seriously flawed by its author's heavy anti-Israeli bias.For a very accurate and highly readable book on the subject, I recommend instead Myths and Facts: A Guide to the Arab-Israel Conflict (published by the Near East Report)",picked book looking solid comprehensive overview historical context current tension israel arab nation fact back cover several quote reputable source suggesting value balanced overview diplomat historian student middleeastit became clear however two chapter covering pre history wasnt objective account unbiased historian addition many citation contemporaneous information source many un account numerous general unsubstantiated reference throughout book extensive zionist financial political influence supposedly contributing creation state israel premise draw heavily repeatedly discredited th century russian publication entitled protocol elder zion continues published today dozen language throughout every region world addition zionist military action repeatedly characterized terrorist activity opposing arab palestinian military action downplayed rarely characterized anything unjustifiedthe book offer detailed view event related establishment israel seriously flawed author heavy antiisraeli biasfor accurate highly readable book subject recommend instead myth fact guide arabisrael conflict published near east report
5.0,"I have been a sci-fi fan forever. I have read most of the old classics, more than once for many of them. This novel, however, stirs my imagination more than any I ever read! The movie industry missed an real opportunity here! As I read it, it plays out in my mind just like a movie! The setting, the characters, the story...it's just spectacular. I read Midworld in hardback at least 6-8 times and have already read the Kindle version twice since I download it. Sci-fi fans, do yourself a big favor......READ THIS NOVEL!!!!!",scifi fan forever read old classic many novel however stir imagination ever read movie industry missed real opportunity read play mind like movie setting character storyits spectacular read midworld hardback least time already read kindle version twice since download scifi fan big favorread novel
5.0,"I like something that gets right down to the point,all the meat and potatoes are here. All your questionsanswered, even those you didn't know you had. Youget a very good grounding in midi, it's technology,why it works, how it works, and then arms you withhow best to use all this new found knowledge., so;you can get this power to give you what you want.",like something get right pointall meat potato questionsanswered even didnt know youget good grounding midi technologywhy work work arm withhow best use new found knowledge soyou get power give want
2.0,"Yes, I am a 17 yr old high school kid. But I can tell good books from the bad ones. &quot;The Scarlet Letter&quot; is a &quot;classical&quot; tale of 2 lovers. To be concise, this novel is too wordy to be enjoyable. People can say it's a classic romantic novel, it has good character developments, it has good themes and ironies, blah blah blah. I, like most people, don't judge a book by checking out its trap metaphors; all in all leave this book to a &quot;Doctor of Puritanical Philosophy&quot;. If youre looking for a more entertaining classic, read &quot;Huck Finn&quot; by Twain.",yes yr old high school kid tell good book bad one quotthe scarlet letterquot quotclassicalquot tale lover concise novel wordy enjoyable people say classic romantic novel good character development good theme irony blah blah blah like people dont judge book checking trap metaphor leave book quotdoctor puritanical philosophyquot youre looking entertaining classic read quothuck finnquot twain
4.0,"I have read all three of the David Weber books put together in this trilogy the first two are some of the best Weber books around (I have also read all his other books and continue to buy them as they come out) my only complaint is the last novel in this series (heir to empire) feels incomplete the ending seemed to be rushed (publisher deadline perhaps?) As a great fan of David Weber and all his works, I was disapointed. I feel that heir to empire should have had at least a couple hundred more pages to tie it all together.",read three david weber book put together trilogy first two best weber book around also read book continue buy come complaint last novel series heir empire feel incomplete ending seemed rushed publisher deadline perhaps great fan david weber work disapointed feel heir empire least couple hundred page tie together
5.0,Great American classic that you can get for free on kindle. I was supposed to read this back in high school but wasn't not interested at the time. But now with the benefit of age I can really appreciate it.,great american classic get free kindle supposed read back high school wasnt interested time benefit age really appreciate
4.0,"Here is a terrifying novel by Cornwell. Her knowledge of medicine and forensic science keeps you turning the page. A woman's body is found in the snow in Central Park. There is no question that the killer is one Temple Brooks Goult. Scarpetta discovers that his killings are a pattern with one ending. It is one of her best. By Ruth Thompson author of ""The Bluegrass Dream""",terrifying novel cornwell knowledge medicine forensic science keep turning page woman body found snow central park question killer one temple brook goult scarpetta discovers killing pattern one ending one best ruth thompson author bluegrass dream
1.0,"This book really bothers me. If you are a parent trying to deal with the daily struggles of having a child with a disability, do not read this book. It does not offer any advice for parents, just helps fuel negativitiy. Please do not put yourself through reading this book. If you are still in the grieving stage, this book will not help you. As parents, please try surrounding yourself with positives. Children with disabilities can bring such joy to your life. They can help you learn, help you become more empathetic, help you become stronger, and bring wonderful caring people into your life. Please remember those things when trying to get through this time in your life. Do not waste your time listening to a families stories of frustration, anger, sadness, and embarrassment instead surround yourself with positives.",book really bother parent trying deal daily struggle child disability read book offer advice parent help fuel negativitiy please put reading book still grieving stage book help parent please try surrounding positive child disability bring joy life help learn help become empathetic help become stronger bring wonderful caring people life please remember thing trying get time life waste time listening family story frustration anger sadness embarrassment instead surround positive
5.0,"This elegant hardcover book with gold-embossed wreath is agreat gift. Its line-engravings, over 25 of them, make it a classiccollectibles. My family created our own Christmas Carol dinner using the book. Dinners and feasts based on the book are staged nationwide at historic hotels and as a part of Gerald Charles Dickens' American Holiday Tour. The book was written by his mother and father, past president of Dickens world-wide Fellowship.",elegant hardcover book goldembossed wreath agreat gift lineengravings make classiccollectibles family created christmas carol dinner using book dinner feast based book staged nationwide historic hotel part gerald charles dickens american holiday tour book written mother father past president dickens worldwide fellowship
1.0,"The picture for this item showed the lines to be numbered. When we received it, it was not numbered. This is needed for a class assignment and we had to go elsewhere to purchase what Amazon did not provide.",picture item showed line numbered received numbered needed class assignment go elsewhere purchase amazon provide
5.0,i had no problems with this seller. I received the book on the day I was told I would and it was in the condition advertised.,problem seller received book day told would condition advertised
5.0,"As a Forensic Psychologist I use this text and recommend it to clients to better understand and appreciate the psycho-developmental needs of their children. Of particular interest to most of those parents are the diverse tables which clarify the expected and unique behaviors of children by age group. This provides those parents with a guide book to assist them in child rearing through age 18. That reference material not only facilitates the parent's understanding of the needs of the child, but also better prepares more effective parenting skills and preparation for developmental issues which are significant in custody and visitation (or access) legal questions. Parents have reported developing a feeling of confidence since they are using scientific data in making parenting decisiions. Legal authorities -- judges and attorneys -- have felt more confident in their recommendations, opinions, and decisions which are based upon evidence. -- Swen Helge, Ph.D.",forensic psychologist use text recommend client better understand appreciate psychodevelopmental need child particular interest parent diverse table clarify expected unique behavior child age group provides parent guide book assist child rearing age reference material facilitates parent understanding need child also better prepares effective parenting skill preparation developmental issue significant custody visitation access legal question parent reported developing feeling confidence since using scientific data making parenting decisiions legal authority judge attorney felt confident recommendation opinion decision based upon evidence swen helge phd
5.0,We used this book in every classroom discussion in our elementary school when we had a death among our faculty. It was very helpful,used book every classroom discussion elementary school death among faculty helpful
5.0,"Very clearly written with a minimum of jargon. Basic principles easy to understand even for the non-economist, but topics were not oversimplified. Essential reading for anyone who wants to make informed decisions in these troubled economic times.",clearly written minimum jargon basic principle easy understand even noneconomist topic oversimplified essential reading anyone want make informed decision troubled economic time
4.0,"BOOK REVIEWJunk Science Judo. Self-Defense Against Health Scares and Scams by Steven J. Milloy, Cato Institute, Washington, DC, USA, 2001, ix-xii + 218 pp.A superb manual for understanding health claims and detecting fraud, ""Junk Science Judo"" is written in a punchy, easy-to-read style that allows the mathematically challenged, like myself, to interpret the usual bell-curve statistics that are used for environmental health threats and diet threats. One may also use this approach to judge the benefits of prescription drugs or alternative treatments. He shows how to look for p values of 0.05 or less, and he shows how to use the 95% confidence intervals (CI) to see whether the low or high limit crosses the reference value of 1.00. If it does, Milloy suggests disregarding any result that is claimed.In epidemiological or ecologic studies, Milloy suggests discarding those results in which the relative risk (RR) is between 0.5 and 2.00, whichever applies. Milloy goes far beyond the usual cautions that an association is not necessarily a cause. He is contemptuous of, but not totally dismissive of epidemiology. For Milloy, the descending pecking order of research on health hazards is: clinical trials, cohort studies, case-control studies, and ecologic studies. He describes publication bias, confounding, and ""tainted experts"". He reminds us that mice are not little people, and that there is a safe dose of everything.Milloy encourages intelligent contact with the sources of health advice to support or refute the recommendations, and he recommends a number of sources of supposedly reliable health information. His criticism of medical journals, which includes the defects of peer-review, is the most detailed I have seen in print, and very well-taken, in my opinion. He skewers broadcast media on their emphasis on ratings rather than accuracy or balance. He deplores the motivation of many activists. Many specific examples are given, from Alar to radiation.This book is extremely valuable for helping anyone who is not a medical or epidemiological specialist to judge the value of health or health-threat claims.Now the bad news. Milloy does not question the use 1-tailed statistics, or the failure of many relationships to follow a bell-curve (Kauffman, 2001). Milloy failed to warn of the common deception of reporting an effect of something on a certain health condition without the inclusion of total death rates. Milloy's fine example of prostate cancer ""non-prevention"" by eating foods high in selenium (p164) may mislead people into ignoring the benefits of selenium supplementation, which has been shown in a clinical trial to lower the RR of all cancers to 0.83 (95% CI 0.47-0.85), and is most effective against lung, prostate, and colorectal cancers (Clark et al., 1996). Milloy downplays the dangers of trans fats (Oomen et al., 2001), but his own example shows that the highest two quintiles of consumption are not healthful (p165). Milloy made the mistake of writing that the absence of a biological explanation for the claimed effects of electric and magnetic fields means that they have no effects (p76); readers of JSE know that such judgments based on lack of knowledge are faulty. ....Joel M. Kauffman...ReferencesClark, L. C. et al. (17), (1996). Effects of Selenium Supplementation for Cancer Prevention in Patients with Carcinoma of the Skin. A Randomized Controlled Trial. Journal of the American Medical Society, 276, 1957-1963.Kauffman, J. M. (2001). Article of Interest. Journal of Scientific Exploration, 15(4), 575-576.Oomen, C. M., Ock&eacute;, M. C., Feskens, E. J. M., van Erp-Baart, M.-A. J., Kok, F. J., & Kromhout, D. (2001). Association between trans fatty acid intake and 10-year risk of coronary heart disease in the Zutphen Elderly Study: a prospective population-based study. The Lancet, 357, 746-751.",book reviewjunk science judo selfdefense health scare scam steven j milloy cato institute washington dc usa ixxii ppa superb manual understanding health claim detecting fraud junk science judo written punchy easytoread style allows mathematically challenged like interpret usual bellcurve statistic used environmental health threat diet threat one may also use approach judge benefit prescription drug alternative treatment show look p value less show use confidence interval ci see whether low high limit cross reference value milloy suggests disregarding result claimedin epidemiological ecologic study milloy suggests discarding result relative risk rr whichever applies milloy go far beyond usual caution association necessarily cause contemptuous totally dismissive epidemiology milloy descending pecking order research health hazard clinical trial cohort study casecontrol study ecologic study describes publication bias confounding tainted expert reminds u mouse little people safe dose everythingmilloy encourages intelligent contact source health advice support refute recommendation recommends number source supposedly reliable health information criticism medical journal includes defect peerreview detailed seen print welltaken opinion skewer broadcast medium emphasis rating rather accuracy balance deplores motivation many activist many specific example given alar radiationthis book extremely valuable helping anyone medical epidemiological specialist judge value health healththreat claimsnow bad news milloy question use tailed statistic failure many relationship follow bellcurve kauffman milloy failed warn common deception reporting effect something certain health condition without inclusion total death rate milloys fine example prostate cancer nonprevention eating food high selenium p may mislead people ignoring benefit selenium supplementation shown clinical trial lower rr cancer ci effective lung prostate colorectal cancer clark et al milloy downplays danger trans fat oomen et al example show highest two quintiles consumption healthful p milloy made mistake writing absence biological explanation claimed effect electric magnetic field mean effect p reader jse know judgment based lack knowledge faulty joel kauffmanreferencesclark l c et al effect selenium supplementation cancer prevention patient carcinoma skin randomized controlled trial journal american medical society kauffman j article interest journal scientific exploration oomen c ockeacute c feskens e j van erpbaart j kok f j kromhout association trans fatty acid intake year risk coronary heart disease zutphen elderly study prospective populationbased study lancet
5.0,"My kids love the little critter books, and this is no exception. Great for my 3 year old, and even my 7 year old isnt bored too much by it. He enjoys reading it to his little brother at bedtime.",kid love little critter book exception great year old even year old isnt bored much enjoys reading little brother bedtime
3.0,"I wasn't quite sure what to expect when I ordered this book. I like Winchester's writing for the most part but he has occasionally disappointed me. There are a couple of subjects he has tackled where it appears apparent that had a thought that the topic in question might sell some copy and then just cobbled together something that ultimately came across as half-hearted and mediocre (The Fracture Zone: My Return To The Balkans, comes to mind). I half-expected that this title was going to prove to be in that category but, fortunately, I was pleasantly surprised.Although somewhat out of date (Hong Kong is most definitely not a relic of the Empire any longer, for example), this pleasant little book gives the reader a good, close look at some places that might otherwise be not much more obscure names on the globe. The story of how Winchester came to visit all the places he writes about (excepting Pitcairn Islands) is very engaging and his descriptions of the places and people he encounters makes for an entertaining read. I would have liked a few more pictures, and maybe so",wasnt quite sure expect ordered book like winchester writing part occasionally disappointed couple subject tackled appears apparent thought topic question might sell copy cobbled together something ultimately came across halfhearted mediocre fracture zone return balkan come mind halfexpected title going prove category fortunately pleasantly surprisedalthough somewhat date hong kong definitely relic empire longer example pleasant little book give reader good close look place might otherwise much obscure name globe story winchester came visit place writes excepting pitcairn island engaging description place people encounter make entertaining read would liked picture maybe
5.0,"When I saw ""Pushing Ice"" in the bargain bin, I almost passed it up. I was not an Alistair Reynolds fan; the only novel I'd read had left me unimpressed. Still, for a few bucks, I gave it a shot. Am I ever glad that I did! ""Pushing Ice"" is a first-rate piece of science fiction, and I am now officially on the Reynolds bandwagon.The story follows the crew of the Rockhopper, a late 21st century comet-mining ship. On a routine mission, they are ordered to abandon operations and set a course to rendezvous with Janus, a moon of Saturn that has mysteriously broken orbit and begun accelerating toward the star Spica. The crew struggle against time and betrayal to reach the fleeing moon, now revealed to be an alien artifact of immense size and power. When the ship gets caught in Janus' spacetime wake, they face a life-or-death choice: do they make a desperate attempt to return home, or are they stuck riding Janus on its interstellar voyage? The rest of the book follows the group as they live through the consequences of their decision.""Pushing Ice"" has a bit of everything for the sci fi fan. There is a near-future spacecraft with a plucky, likable crew. There is political intrigue and a fight to survive against the odds. There is an archaeological mystery to solve; and a bevy of cool, well-developed alien cultures. The characters have personality and depth, and the world is portrayed in enough detail to give it a gritty, lived-in feel.Though the plot seems a bit hokey at first, Reynolds makes it plausible by focusing on the concerns of the ship's crew. We follow events through the eyes of Bella and Svetlana, two headstrong women who wrestle for leadership of the group. The book is as much about their tortured relationship as it is about aliens and space travel. This provides the story with a human framework that makes the weird happenings on Janus somehow more believable.There were times where the action lulled, but overall, ""Pushing Ice"" is a balanced, well-crafted tale. The ending left many questions unanswered, and the world is rich enough for several sequels. I look forward to reading more.",saw pushing ice bargain bin almost passed alistair reynolds fan novel id read left unimpressed still buck gave shot ever glad pushing ice firstrate piece science fiction officially reynolds bandwagonthe story follows crew rockhopper late st century cometmining ship routine mission ordered abandon operation set course rendezvous janus moon saturn mysteriously broken orbit begun accelerating toward star spica crew struggle time betrayal reach fleeing moon revealed alien artifact immense size power ship get caught janus spacetime wake face lifeordeath choice make desperate attempt return home stuck riding janus interstellar voyage rest book follows group live consequence decisionpushing ice bit everything sci fi fan nearfuture spacecraft plucky likable crew political intrigue fight survive odds archaeological mystery solve bevy cool welldeveloped alien culture character personality depth world portrayed enough detail give gritty livedin feelthough plot seems bit hokey first reynolds make plausible focusing concern ship crew follow event eye bella svetlana two headstrong woman wrestle leadership group book much tortured relationship alien space travel provides story human framework make weird happening janus somehow believablethere time action lulled overall pushing ice balanced wellcrafted tale ending left many question unanswered world rich enough several sequel look forward reading
4.0,"John Keel, like Jacques Vallee, is one of those UFO writers who obscures as much as he enlightens. Both men have a tendency to describe unquestionably physically real occurrences (smashed objects, landing traces, radiation effects), and then to try and dismiss them as some unfathomable &quot;ultradimensional&quot; phenomenon.Still, Keel was at Point Pleasant during the 1966-67 UFO flap, of which Mothman was a part, and one doesn't have to buy his specious analyses to appreciate his simple good factual reporting. The best part of this book isn't even the reports of Mothman, but of all the other bizarre related UFO occurrences that came with him. This is one of the best books available discussing Men In Black, though typically Keel attempts to fit them into part of the &quot;ultradimensional&quot; view instead of applying Occam's Razor and calling them for what they most appear to be: government goons.In conjunction with the movie, Keel was part of an FX T.V. special returning to Point Pleasant for a followup, which is quite interesting if you ever get a chance to see it. The movie covers only about ten percent of Keel's UFO coverage in the book.In a new afterword, Keel oddly attempts to dismiss much UFO phenomena even as he is blatantly discussing it throughout his text, and for some reason calls the famous 1989 Voronezh sightings a Cold War hoax without once citing any source - I am an author in this field, keep pretty up to date, and have never once heard Voronezh even accused of being any kind of hoax. One does wish Keel would be a little less loose slinging broad, generalized accusations.",john keel like jacques vallee one ufo writer obscures much enlightens men tendency describe unquestionably physically real occurrence smashed object landing trace radiation effect try dismiss unfathomable quotultradimensionalquot phenomenonstill keel point pleasant ufo flap mothman part one doesnt buy specious analysis appreciate simple good factual reporting best part book isnt even report mothman bizarre related ufo occurrence came one best book available discussing men black though typically keel attempt fit part quotultradimensionalquot view instead applying occam razor calling appear government goonsin conjunction movie keel part fx tv special returning point pleasant followup quite interesting ever get chance see movie cover ten percent keel ufo coverage bookin new afterword keel oddly attempt dismiss much ufo phenomenon even blatantly discussing throughout text reason call famous voronezh sighting cold war hoax without citing source author field keep pretty date never heard voronezh even accused kind hoax one wish keel would little less loose slinging broad generalized accusation
5.0,"This book was written for my grandchildren. I am the daughter of a lighthouse keeper and there are not many left who lived when the Lighthouse Service was active. This book tells of my life as a child. It is a story of the beauty and dangers of Lake Superior. At a time when lighthouses and foghorns were very important. when the faithfulness of Lighthouse Keepers saved lives and prevented tragedies. It is a story of freedom and adventure, sand dunes in summer and winter, lady slippers and arbutus, skipping rocks and finding agates, of hiking to places yet untouched by civilization. Memories of life lived as a Lighthouse Keeper's daughter.",book written grandchild daughter lighthouse keeper many left lived lighthouse service active book tell life child story beauty danger lake superior time lighthouse foghorn important faithfulness lighthouse keeper saved life prevented tragedy story freedom adventure sand dune summer winter lady slipper arbutus skipping rock finding agate hiking place yet untouched civilization memory life lived lighthouse keeper daughter
5.0,"I love this book! I would read it over and over again. It's a great adventure book adout friendship and perseverance. I would recommened this book to people who enjoy reading about magic, wizards, and castles.",love book would read great adventure book adout friendship perseverance would recommened book people enjoy reading magic wizard castle
4.0,$200 for a book that can be purchased for $40 at the NCEES website? is this a bad joke from Rip-off-mazon?,book purchased ncees website bad joke ripoffmazon
2.0,"I would suggest before sitting down to read this book that you brew a large pot of coffee. Or better yet, don't sit down to read it at all. This is dry stuff!",would suggest sitting read book brew large pot coffee better yet dont sit read dry stuff
5.0,"It's hard to imagine there was any dissention from the Pulitzer committee over ""Lenin's Tomb"". This book excellently combines top-notch journalism and fine, precise, descriptive writing for an increbidly enjoyable and informative read. Considering how most such ""good for you"" books are long slogs about as exciting as bran, ""Lenin's Tomb"" was a surprising pleasure.I came to this book with minimal knowledge of Russia in general, let alone the Soviet transition, and disliking what I had encountered of Russia's culture and people. ""Lenin's Tomb"" manages to explain the basics to ignorant laypeople like myself without condescending or dragging through too much history. What you need to understand what was happening, Remnick provides, no more and no less.""Lenin's Tomb"" proved an eye opener about the Soviet experience, but it also reflects on the larger ramifications of Communist autocracy. So many of the explorations of the Soviet erosion of society and culture gave me a sense of Deja Vu compared with China, only China has perhaps been less scathed by the shorter span of its bureaucratic red terror. Also, while ""Lenin's Tomb"" did not make me like Russia or Russians any more, it did present the context of how and why people can be a certain way, so that I now hold it against them less.""Lenin's Tomb"" is almost novelesque in its readability, a page-turner and easily beach or plane fare. I doff my hat to Remnick's ability to carve dense political stuff into an involving, compelling narrative. Perhaps Russia scholars would find points to criticize, but from a journalistic perspective, ""Lenin's Tomb"" is the book all of us wish we could write.",hard imagine dissention pulitzer committee lenin tomb book excellently combine topnotch journalism fine precise descriptive writing increbidly enjoyable informative read considering good book long slogs exciting bran lenin tomb surprising pleasurei came book minimal knowledge russia general let alone soviet transition disliking encountered russia culture people lenin tomb manages explain basic ignorant laypeople like without condescending dragging much history need understand happening remnick provides lesslenins tomb proved eye opener soviet experience also reflects larger ramification communist autocracy many exploration soviet erosion society culture gave sense deja vu compared china china perhaps less scathed shorter span bureaucratic red terror also lenin tomb make like russia russian present context people certain way hold lesslenins tomb almost novelesque readability pageturner easily beach plane fare doff hat remnicks ability carve dense political stuff involving compelling narrative perhaps russia scholar would find point criticize journalistic perspective lenin tomb book u wish could write
1.0,"From a woman who sold out her body ages ago and now attempts to be a partisan hack, and poorly at that. Why anyone would want to wipe their feet on this dirty carpet is beyond me. Not worth the time it took to phone in sex.",woman sold body age ago attempt partisan hack poorly anyone would want wipe foot dirty carpet beyond worth time took phone sex
5.0,This book is basically a blue print for a happier less stressfull life. It is guaranteed to help you improve your relationships with those you love. I have read it. I do not want to give away my copy. I want to buy six copies to circulate within my family. I wish it would be republished.,book basically blue print happier less stressfull life guaranteed help improve relationship love read want give away copy want buy six copy circulate within family wish would republished
2.0,"I wanted to read this book because the simple life of the Amish people intrigued me.I wish this lady would have talked more about the Amish.Instead,all you read about is &quot;Me,me,me&quot;.&quot;What am I doing in my life?&quot;Why do I do this/that?&quot; blah blah blah.By the end of the book the reader really doesn't care anymore!It was scarey for me to find out that this woman is a therapist-YIKES!The reason I gave it 2 stars is that (1) When she does talk about the Amish it is interesting (2) It is a short book and a quick read.",wanted read book simple life amish people intrigued mei wish lady would talked amishinsteadall read quotmememequotquotwhat lifequotwhy thisthatquot blah blah blahby end book reader really doesnt care anymoreit scarey find woman therapistyikesthe reason gave star talk amish interesting short book quick read
